Nz	131.100000	188.000000	234.000000
Iz	128.000000	182.000000	25.900000
LPA	42.900000	192.000000	128.000000
RPA	214.100000	192.000000	131.000000
Cz	131.000000	46.900000	133.000000
NFpz	132.000000	169.000000	236.100000
Fpz	131.000000	150.000000	235.100000
AFpz	131.000000	130.000000	234.100000
AFz	131.000000	110.151600	227.175800
AFFz	131.000000	94.151604	217.175800
Fz	131.000000	79.000000	204.100000
FFCz	131.000000	66.057901	188.260660
FCz	131.000000	56.900000	169.000000
FCCz	131.000000	51.000000	152.100000
CCPz	131.119060	44.474472	113.018110
CPz	129.512900	47.387095	94.051619
CPPz	129.000000	55.824198	74.151604
Pz	129.000000	67.361286	60.538714
PPOz	128.000000	84.000000	49.900000
POz	128.000000	101.748400	40.075802
POOz	128.000000	121.000000	32.900000
Oz	127.990000	141.106700	26.459659
OIz	128.000000	159.000000	24.900000
T9h	215.100000	173.000000	132.000000
T7	215.000000	153.000000	132.100000
T7h	214.100000	134.000000	132.000000
C5	212.100000	115.000000	132.000000
C5h	208.100000	98.000000	132.000000
C3	196.643860	81.543862	133.000000
C3h	184.484560	68.788420	132.403860
C1	166.100000	57.000000	133.000000
C1h	148.058480	50.414621	132.485380
C2h	112.000000	47.900000	132.000000
C2	94.352568	55.135574	131.000000
C4h	78.352568	65.135574	131.000000
C4	64.000000	78.900000	130.000000
C6h	53.001252	95.797496	129.550630
C6	47.527986	112.025410	129.000000
T8h	44.900000	132.000000	128.000000
T8	43.900000	151.000000	128.000000
T10h	42.000000	170.000000	128.100000
N1h	142.000000	189.000000	225.100000
N1	157.000000	189.000000	225.100000
AFp9	171.724840	190.416630	221.791780
AF9	180.535680	192.000000	211.103370
AFF9	189.000000	192.000000	199.100000
F9	200.000000	192.000000	190.100000
FFT9	210.024500	192.000000	177.151000
FT9	214.505420	192.000000	164.972900
FTT9	215.100000	192.000000	149.932760
TTP9	216.089150	191.064870	116.243300
TP9	219.100000	191.000000	100.932760
TPP9	213.781860	189.430000	88.962857
P9	206.100000	189.000000	75.000000
PPO9	196.859650	188.000000	61.346207
PO9	188.472580	187.130530	48.562105
POO9	175.000000	185.000000	38.900000
I1	161.251000	184.000000	31.075501
I1h	145.000000	183.000000	27.900000
N2h	118.212560	189.177910	226.134650
N2	104.933090	189.000000	223.100000
AFp10	89.973229	190.000000	222.694650
AF10	77.000000	192.000000	214.100000
AFF10	69.538475	192.000000	200.638470
F10	57.538475	192.000000	188.638470
FFT10	47.900000	192.000000	176.000000
FT10	42.494646	192.000000	161.973230
FTT10	41.533912	191.959320	146.966180
TTP10	41.000000	191.000000	115.100000
TP10	38.948963	190.510370	99.992519
TPP10	45.900000	190.000000	86.000000
P10	54.802073	188.548960	73.195854
PPO10	61.900000	188.000000	59.000000
PO10	69.900000	186.000000	48.000000
POO10	82.896309	185.000000	38.464405
I2	96.900000	184.000000	31.000000
I2h	112.026770	182.594650	26.900000
NFp1h	146.000000	169.000000	235.100000
NFp1	160.842330	171.000000	231.178830
AFp9h	175.000000	172.000000	225.100000
AF9h	186.000000	173.000000	217.100000
AFF9h	194.021170	173.000000	203.157670
F9h	201.235880	173.000000	191.452170
FFT9h	210.000000	174.000000	177.100000
FT9h	213.040380	173.000000	162.040600
FTT9h	212.599570	173.000000	147.001710
TTP9h	218.599570	172.000000	117.001710
TP9h	219.000000	171.900000	100.000000
TPP9h	210.420650	169.879650	87.628590
P9h	205.100000	168.000000	74.000000
PPO9h	196.178830	167.000000	60.157666
PO9h	187.100000	165.000000	47.000000
POO9h	175.484170	163.596040	36.788125
OI1	159.058010	161.514500	30.414502
OI1h	144.000000	160.000000	26.900000
NFp2h	117.000000	169.000000	235.100000
NFp2	101.006380	170.049840	232.551760
AFp10h	87.000000	171.100000	227.000000
AF10h	73.537543	171.000000	218.637540
AFF10h	64.464063	171.000000	204.102420
F10h	57.900000	171.000000	190.000000
FFT10h	49.464063	171.000000	176.102420
FT10h	45.000000	170.000000	161.100000
FTT10h	44.900000	170.000000	146.000000
TTP10h	41.900000	170.000000	121.000000
TP10h	39.435937	168.000000	106.002420
TPP10h	46.305613	167.000000	89.971937
P10h	51.900000	166.000000	75.000000
PPO10h	59.802648	164.548680	61.194704
PO10h	67.508006	163.900330	49.571325
POO10h	81.740811	162.000000	38.057146
OI2	96.000000	161.000000	30.900000
OI2h	110.948860	159.464060	26.461506
Fp1h	142.884440	149.830000	233.658110
Fp1	159.810070	152.397770	230.140220
AFp7	171.846800	153.000000	225.176600
AF7	185.000000	153.000000	217.100000
AFF7	194.332060	153.000000	204.343090
F7	201.923400	153.000000	192.253200
FFT7	208.100000	153.000000	178.000000
FT7	212.040480	153.000000	163.035610
FTT7	213.339990	153.200000	148.145070
TTP7	216.100000	152.000000	118.935220
TP7	215.818110	150.820000	105.235560
TPP7	209.861130	150.000000	88.348172
P7	203.100000	149.000000	74.000000
PPO7	196.198850	147.549430	60.197708
PO7	187.678920	146.526310	48.578918
POO7	175.100000	145.000000	38.000000
O1	161.143780	143.000000	31.995687
O1h	144.094580	141.510870	27.951087
Fp2h	117.000000	150.000000	234.100000
Fp2	102.002310	151.000000	231.600580
AFp8	86.202610	151.449350	224.201310
AF8	73.900000	152.000000	215.000000
AFF8	64.764499	152.000000	202.452660
F8	56.900000	152.000000	188.000000
FFT8	50.998147	152.000000	174.148830
FT8	46.900000	151.000000	160.000000
FTT8	44.900000	151.000000	144.940830
TTP8	41.900000	150.000000	115.000000
TP8	42.385351	149.514650	99.058597
TPP8	48.399422	148.000000	87.002313
P8	54.820888	147.000000	71.158223
PPO8	61.820888	146.000000	59.158223
PO8	71.900000	145.000000	47.000000
POO8	82.900000	144.000000	38.000000
O2	96.803868	142.537470	32.021193
O2h	111.000000	141.000000	27.900000
AFp5	164.311140	146.133920	226.922780
AFp3	154.576260	137.576260	230.574580
AFp1	144.194340	131.097170	232.551420
AFp6	95.494566	146.453900	227.563830
AFp4	105.476260	138.423740	230.525420
AFp2	117.194340	133.902830	232.648580
AF7h	181.100000	146.000000	218.000000
AF5	175.551890	137.006870	220.049830
AF5h	171.097570	130.195150	221.551210
AF3	165.942670	123.482670	224.500110
AF3h	157.000000	117.000000	225.100000
AF1	150.000000	112.000000	226.100000
AF1h	141.000000	110.000000	227.100000
AF8h	79.000000	145.000000	218.100000
AF6	84.000000	138.000000	220.100000
AF6h	89.900000	132.000000	222.000000
AF4	95.514533	122.437550	224.052080
AF4h	102.050540	117.487370	225.612630
AF2	110.162710	114.190000	225.737540
AF2h	120.000000	110.000000	227.100000
AFF7h	192.553050	142.011080	206.049720
AFF5	188.000000	132.000000	208.100000
AFF5h	181.168110	122.224970	210.488130
AFF3	175.100000	113.000000	212.000000
AFF3h	166.617670	105.565480	214.047820
AFF1	155.263520	98.059366	216.000000
AFF1h	144.000000	94.900000	217.000000
AFF8h	66.900000	142.000000	204.000000
AFF6	71.900000	130.000000	207.000000
AFF6h	77.482516	120.417480	209.511210
AFF4	85.579901	110.420100	211.626630
AFF4h	95.565484	102.382330	214.047820
AFF2	105.000000	97.000000	215.100000
AFF2h	119.000000	95.000000	217.100000
F7h	200.100000	140.000000	194.000000
F5	196.000000	128.000000	196.100000
F5h	188.100000	116.000000	198.000000
F3	180.100000	104.000000	200.000000
F3h	171.100000	94.000000	201.000000
F1	160.100000	87.000000	203.000000
F1h	146.051950	80.450450	203.499500
F8h	57.708431	137.992280	190.099430
F6	63.081958	125.692370	192.562840
F6h	70.000000	111.900000	195.000000
F4	78.000000	100.900000	197.000000
F4h	90.210619	90.839425	199.597390
F2	103.000000	83.000000	201.100000
F2h	115.000000	80.000000	203.100000
FFT7h	208.100000	138.000000	179.000000
FFC5	203.564870	123.005410	181.000000
FFC5h	196.100000	110.000000	183.000000
FFC3	187.835210	97.368008	184.040800
FFC3h	176.100000	86.000000	186.000000
FFC1	164.389840	75.761417	186.471570
FFC1h	148.052980	67.413244	187.486760
FFT8h	51.900000	136.025030	175.594990
FFC6	55.000000	120.900000	178.000000
FFC6h	63.900000	106.000000	180.000000
FFC4	72.439732	93.460268	182.000000
FFC4h	84.000000	82.900000	184.000000
FFC2	98.379978	73.115016	185.594990
FFC2h	114.976380	66.411665	187.094390
FT7h	212.050210	136.008290	163.547720
FC5	209.100000	120.000000	165.000000
FC5h	202.100000	103.000000	166.000000
FC3	191.677910	90.577910	167.474030
FC3h	178.638940	76.538942	169.000000
FC1	164.302810	66.079487	168.561660
FC1h	148.242440	58.677110	168.888110
FT8h	46.900000	133.000000	160.000000
FC6	49.709723	116.866380	162.310000
FC6h	56.000000	101.900000	163.000000
FC4	68.000000	87.900000	164.000000
FC4h	81.000000	73.900000	166.000000
FC2	96.000000	62.900000	167.000000
FC2h	110.872440	57.640890	167.878110
FTT7h	213.000000	135.936110	148.100000
FCC5	210.695240	116.976190	149.000000
FCC5h	205.199240	99.198488	151.450380
FCC3	193.885710	85.380951	151.595240
FCC3h	181.304860	72.080538	151.437840
FCC1	166.304860	63.080538	151.562160
FCC1h	148.100000	55.000000	152.000000
FTT8h	45.900000	136.000000	145.000000
FCC6	47.900000	116.000000	146.000000
FCC6h	53.000000	98.900000	147.000000
FCC4	65.348887	83.138335	148.000000
FCC4h	77.540609	70.359391	149.000000
FCC2	93.154000	59.823000	150.000000
FCC2h	111.000000	52.900000	151.000000
TTP7h	215.100000	133.000000	117.000000
CCP5	214.100000	115.971040	116.594210
CCP5h	209.000000	96.000000	115.900000
CCP3	199.100000	80.000000	115.000000
CCP3h	185.636900	66.536898	114.000000
CCP1	169.100000	55.000000	113.000000
CCP1h	150.101540	48.463827	113.000000
TTP8h	42.494208	131.028960	114.000000
CCP6	45.000000	114.900000	115.000000
CCP6h	51.665339	95.660406	114.000000
CCP4	63.000000	77.900000	114.000000
CCP4h	77.000000	64.900000	114.000000
CCP2	93.000000	53.900000	114.000000
CCP2h	111.971040	47.305792	114.000000
TP7h	215.100000	133.000000	103.000000
CP5	213.100000	114.001360	101.500340
CP5h	207.178670	98.157349	100.000000
CP3	196.100000	81.000000	98.000000
CP3h	182.682110	66.582110	96.527370
CP1	168.157350	55.978675	95.000000
CP1h	150.000000	49.900000	94.000000
TP8h	45.900000	133.000000	97.000000
CP6	48.000000	114.900000	97.000000
CP6h	55.978675	96.842651	96.000000
CP4	64.060829	80.733619	95.000000
CP4h	76.351883	67.136088	95.000000
CP2	92.000000	55.900000	94.000000
CP2h	109.000000	50.900000	94.000000
TPP7h	209.000000	134.977060	85.495413
CPP5	205.571250	117.077290	82.471254
CPP5h	200.199630	100.199270	80.549817
CPP3	191.100000	86.000000	78.000000
CPP3h	180.481650	74.786238	76.595413
CPP1	166.263840	64.059529	75.000000
CPP1h	149.977060	57.495413	74.000000
TPP8h	50.000000	133.000000	83.900000
CPP6	54.000000	115.900000	81.000000
CPP6h	59.999634	100.800730	79.450183
CPP4	69.580147	85.319853	77.473284
CPP4h	81.541240	73.358760	77.000000
CPP2	95.000000	63.900000	74.000000
CPP2h	112.000000	58.000000	73.900000
P7h	201.557580	134.033680	70.457577
P5	198.000000	118.900000	69.000000
P5h	193.077190	104.154380	66.900000
P3	185.000000	91.000000	65.900000
P3h	173.100000	79.000000	64.000000
P1	160.160110	70.479542	62.526857
P1h	146.976600	67.000000	61.495320
P8h	56.900000	135.000000	69.000000
P6	60.413636	119.945460	66.486364
P6h	67.000000	105.900000	64.000000
P4	73.000000	93.900000	64.000000
P4h	85.154377	82.922811	62.900000
P2	97.000000	76.000000	60.900000
P2h	110.995860	69.488815	60.948881
PPO7h	194.000000	135.900000	58.000000
PPO5	191.155730	125.311470	57.055734
PPO5h	186.100000	111.000000	55.000000
PPO3	178.000000	100.000000	53.900000
PPO3h	169.000000	92.000000	52.900000
PPO1	158.000000	86.000000	51.900000
PPO1h	144.000000	84.000000	49.900000
PPO8h	63.494428	135.027860	58.000000
PPO6	67.997442	122.805120	56.451279
PPO6h	72.900000	113.000000	55.000000
PPO4	81.576691	100.423310	53.374436
PPO4h	92.150306	93.924847	51.900000
PPO2	103.537690	88.462311	49.900000
PPO2h	114.000000	84.000000	49.900000
PO7h	185.000000	138.000000	47.900000
PO5	181.098100	127.196200	46.449049
PO5h	176.075830	120.151650	44.900000
PO3	168.000000	113.000000	43.900000
PO3h	159.352190	108.268050	41.527047
PO1	150.000000	103.000000	41.900000
PO1h	140.000000	102.000000	40.900000
PO8h	75.900000	138.000000	45.000000
PO6	79.000000	130.000000	43.900000
PO6h	85.452209	121.991970	41.949799
PO4	91.515397	116.436710	40.947890
PO4h	100.000000	111.000000	40.900000
PO2	108.000000	107.000000	39.900000
PO2h	117.933490	102.000000	39.900000
POO5	169.000000	134.000000	36.900000
POO3	157.204590	125.079270	34.485674
POO1	142.000000	121.000000	33.900000
POO6	91.900000	136.000000	35.000000
POO4	100.000000	127.000000	33.900000
POO2	112.000000	121.000000	32.900000
